usuario	tuit_es	tuit_en	sentiment	emoji
 KarRojodelaVega	" México padece serios problemas de contaminación ambiental, y el sector transporte es una de sus principales causas al contribuir con el 20.4% de la emisión de GEI, de los cuales el 16.2% proviene de los coches! Si puedes caminar, hazlo! #FelizMartesATodos #climatestrike https://t.co/Mg9AGTWc0J
"	"Mexico suffers from serious environmental pollution problems, and the transportation sector is one of its main causes, contributing 20.4% of GHG emissions, of which 16.2% comes from cars! If you can walk, do it! #FelizMartesATodos #climatestrike https://t.co/Mg9AGTWc0J
"	-1	😠
 KarRojodelaVega	" Tenemos responsabilidad de ser, crecer y regresar algo por tanto que recibimos. Acompáñenme al cierre de la jornada de reforestación en el @Ectagono_ https://t.co/R1uoyEdQqF
"	"We have a responsibility to be, grow and return something for so much that we receive. Join me at the close of the reforestation day at @Ectagono_ https://t.co/R1uoyEdQqF
"	1	😀
 KarRojodelaVega	" Nunca me dejará de dar nostalgia, #tbt a uno de los “trabajos” más bonitos que he tenido en mi vida.  Tener el honor de servir a la conservación de la biodiversidad de México, es sin duda de lo más bonito que me ha pasado.  #PasiónPorLaConservación @semarnat_mexico @conanp_mx https://t.co/T07rMSTq9B
"	"It will never stop making me nostalgic, #tbt for one of the most beautiful “jobs” I have ever had in my life. Having the honor of serving the conservation of Mexico's biodiversity is, without a doubt, the most beautiful thing that has happened to me. # PasiónPorLaConservación @semarnat_mexico @conanp_mx https://t.co/T07rMSTq9B
"	1	😀
 KarRojodelaVega	" Con el Vicepresidente de @HermanMillerMex Mario Espinoza.  Si todas las empresas tuvieran la responsabilidad social y ambiental global que tiene ésta (respaldada además por investigaciones de fondo interesantísimas), la IP revolucionaría inmensurablemente. #goals https://t.co/HeN5417jLh
"	"With the Vice President of @HermanMillerMex Mario Espinoza. If all companies had the global social and environmental responsibility that this has (also supported by very interesting background research), IP would revolutionize immeasurably. #goals https://t.co/HeN5417jLh
"	1	😀
 KarRojodelaVega	" El tema de este año es ""No dejar a nadie atrás"". Se trata de una adaptación de la promesa central de la Agenda 2030 para el Desarrollo Sostenible: todo el mundo debe beneficiarse del progreso del desarrollo sostenible. 23 de marzon #globalcleanuprelay #mexico @rioslimpiosac https://t.co/LIFdXwzFib
"	"This year's theme is ""Leave No One Behind."" It is an adaptation of the central promise of the 2030 Agenda for Sustainable Development: everyone must benefit from progress in sustainable development. March 23 #globalcleanuprelay #mexico @rioslimpiosac https://t.co/LIFdXwzFib
"	1	😀
 KarRojodelaVega	" #FelizMartes un día como hoy nace Antonio Rivas Mercado, padre de una de mis escritoras favoritas; la activista política y defensora de los derechos de las mujeres, Antonienta Rivas Mercado.  #Un ícono en la cultura universal del siglo XX! #cosasqueamamoslosmexicanos https://t.co/RK24Dgof2L
"	"#FelizMartes a day like today is born Antonio Rivas Mercado, father of one of my favorite writers; the political activist and defender of women's rights, Antonienta Rivas Mercado. #An icon in the universal culture of the 20th century! #cosasqueamamoslosmexicanos https://t.co/RK24Dgof2L
"	1	😀
 KarRojodelaVega	" @lopezobrador_ Mucho trabajo por hacer en materia ambiental Señor Presidente! Ojalá en su sexenio se vea un avance notable en este rubro trascendental.  Si el planeta deja de existir, la política y cualquie “transformación”, sale sobrando...  Vámonos desde la base.✨🌎  #MadresDeLaPatria
"	"@lopezobrador_ Much work to do in environmental matters Mr. President! Hopefully in your six-year term you will see a notable advance in this transcendental area. If the planet ceases to exist, politics and any ""transformation"" is left over ... Let's go from the base.✨🌎 #MadresDeLaPatria
"	1	😀
 KarRojodelaVega	" #FelizDiaDeSanValentin en este #14defebrero les comparto una súper noticia en favor de la biodiversidad. La @CONANP_mx descubre una nueva colonia de #monarca. En este año, la población de este individuo ha incrementado en un 140%, gracias a los esfuerzos de conservación. https://t.co/BkJDsUatxO
"	"#FelizDiaDeSanValentin in this # 14defebruary I share a super news in favor of biodiversity. The @CONANP_mx discovers a new #monarch colony. This year, the population of this individual has increased by 140%, thanks to conservation efforts. https://t.co/BkJDsUatxO
"	1	😀
 KarRojodelaVega	" Los #cocodrilos son especies importante para el funcionamiento de ecosistemas costeros. Habitan el planeta desde más de 200 millones de años, fueron sobrevivientes a la extinción de los dinosaurios! #DíaNacionalDelCocodrilo #animallovers https://t.co/42oLTvU7jg
"	"#Crocodiles are species important for the functioning of coastal ecosystems. They have inhabited the planet for more than 200 million years, they were survivors of the extinction of the dinosaurs! # NationalCrocodileDay #animallovers https://t.co/42oLTvU7jg
"	1	😀
 Chepi_Org	" El día de hoy, propusimos modificar el artículo 31 y párrafos primero y noveno del artículo 33, del subsistema de Escuelas Normales e Instituciones de Formación Docente, para dar un paso a la modernización y adaptación de la legislación en materia de educación superior.  #Chepi https://t.co/o30Go59zfX
"	"Today, we proposed to modify article 31 and the first and ninth paragraphs of article 33, of the subsystem of Normal Schools and Teacher Training Institutions, to take a step towards modernizing and adapting the legislation on higher education. #Chepi https://t.co/o30Go59zfX
"	0	😐
 mao_2108	" Esto si sería una excelente inversión sostenible @QuirinoOC para @MpioAhome Expansión de Planta Nestlé en Silao generará mil 700 empleos @conexioncarlosc https://t.co/6MqEYjeXRy
"	"This would be an excellent sustainable investment @QuirinoOC for @MpioAhome Expansion of the Nestlé Plant in Silao will generate 1,700 jobs @conexioncarlosc https://t.co/6MqEYjeXRy
"	1	😀
 mao_2108	" Mazatlán International Center.. IX Congreso Internacional de Educación Ambiental para la Sustentabilidad.. Excelentes conferencias y ponencias que orientan la mejora del medio ambiente... Saludos! en Mazatlán… https://t.co/Do4sFM3e7L
"	"Mazatlán International Center .. IX International Congress of Environmental Education for Sustainability .. Excellent conferences and presentations that guide the improvement of the environment ... Greetings! in Mazatlán… https://t.co/Do4sFM3e7L
"	1	😀
 mao_2108	" No te pierdas ""1er Foro sobre Patrimonio Cultural, Biodiversidad y Resiliencia"" https://t.co/CoxQ5B5eyM @Eventbrite
"	"Do not miss ""1st Forum on Cultural Heritage, Biodiversity and Resilience"" https://t.co/CoxQ5B5eyM @Eventbrite
"	1	😀
 mao_2108	" México ocupa el lugar número 12 como consumidor de plástico a nivel global... Hay necesidad de legislar al respecto?.. O podemos hacerlo creando conciencia ambiental.. #LosSinaloensesPodemos https://t.co/0YqKS0AFpD
"	"Mexico ranks 12th as a global consumer of plastic ... Is there a need to legislate on this? .. Or we can do it by creating environmental awareness .. #LosSinaloensesPodemos https://t.co/0YqKS0AFpD
"	1	😀
 GabyGoldsmith	" Amisss... compartirles video del pasado fin de semana, durante mi visita y recorrido dentro de la 1er Colonia Sustentable, en vías de Certificación LEED en México; de CÓDIGO AYUDA. Seguimos transformando rezago en capital social en armonía y cumplimiento de lis ODS Agenda 2030. https://t.co/FN8A2bY78n
"	"Amisss ... share video of last weekend, during my visit and tour within the 1st Sustainable Colony, on the way to LEED Certification in Mexico; HELP CODE. We continue to transform lag in social capital in harmony and compliance with the SDG Agenda 2030. https://t.co/FN8A2bY78n
"	1	😀
 GabyGoldsmith	" Defenderemos la esperanza y lograremos el lugar que todas y todos merecemos. Por el cuidado ambiental #MorenaVa 🌱🌿 https://t.co/mYXmhuiXS7
"	"We will defend hope and achieve the place that we all deserve. For environmental care #MorenaVa 🌱🌿 https://t.co/mYXmhuiXS7
"	1	😀
 GabyGoldsmith	" #amisss... contenta y agradecida por la invitación de la #dirección de #bienestar en #chalco . Disfruté mucho dar esta #conferencia 😃 Innovacion y Desarrollo Sostenible. #ods #agenda2030 @coscemex codigoayuda… https://t.co/xZeIVOqtWJ
"	"#amisss ... happy and grateful for the invitation from the #wellbeing #address in #chalco. I really enjoyed giving this #conference 😃 Innovation and Sustainable Development. #ods # agenda2030 @coscemex codigoayuda… https://t.co/xZeIVOqtWJ
"	1	😀
 GabyGoldsmith	" #amissss les comparto que mañana estaré dando esta Conferencia de “Innovacion y Desarrollo Sostenible”, en Chalco. Si alguien anda por ahí, nos podremos saludar 😃 Bendiciones y ... #dulcessueños .... ah! Y.....… https://t.co/SfqxCXktMK
"	"#amissss I share with you that tomorrow I will be giving this Conference on ""Innovation and Sustainable Development"", in Chalco. If someone is out there, we can say hello 😃 Blessings and ... # sweet dreams .... ah! And .....… https://t.co/SfqxCXktMK
"	1	😀
 GabyGoldsmith	" #amissss .... hace un rato, en la Colonia Sustentable de Código Ayuda, en San Pablo Autopan, Toluca; Edo Mex. Clase de Finanzas Personales, a nuestra población beneficiaria 😃... Tuvimos una importante visita del H… https://t.co/zL5IrYeKlH
"	"#amissss .... a while ago, in the Sustainable Colony of Codigo Ayuda, in San Pablo Autopan, Toluca; Edo Mex. Personal Finance Class, to our beneficiary population 😃 ... We had an important visit from H ... https://t.co/zL5IrYeKlH
"	1	😀
 GabyGoldsmith	" #amissss ... me sumo a este llamado de @ricky_martin .... Esperemos que  ya se manifiesten los millonarios apoyos para frenar este terrible ecocidio. #amazon #amazonas #rescue #rescate #sos Dios quiera y ya se frene… https://t.co/8m4evUs423
"	"#amissss ... I join this call from @ricky_martin .... Let's hope that the millionaire supporters will already manifest themselves to stop this terrible ecocide. #amazon #amazonas #rescue #rescue #sos God willing and stop now ... https://t.co/8m4evUs423
"	1	😀
 GabyGoldsmith	" #amisss .. al fin en casa !!!.. Feliz : está bella Mariposa Monarca, nación en nuestra 1er Colonia Sustentable por certificar LEED en México 🙏🏻🙏🏻🙏🏻 Que bendición, confío en que Dios mediante, logre los apoyos… https://t.co/pzHBPV85kl
"	"#amisss .. finally home !!! .. Happy: this beautiful Monarch Butterfly, nation in our 1st Sustainable Colony for certifying LEED in Mexico 🙏🏻🙏🏻🙏🏻 What a blessing, I trust that God willing, get the support ... https://t.co/pzHBPV85kl
"	1	😀
 GabyGoldsmith	" #amisss... excelente #domingo !!! Ayer, tuve la dicha de que al fin quedara instalado el #bello #arboldelavida de codigoayuda en nuestra #colonia #sustentable #tumu ( #sanpabloautopan… https://t.co/PgRZ1aL4XY
"	"#amisss ... excellent # Sunday !!! Yesterday, I was fortunate that the #bello #arboldelavida by codigoayuda was finally installed in our #colony #sustentable #tumu (# sanpabloautopan ... https://t.co/PgRZ1aL4XY
"	1	😀
 GabyGoldsmith	" #amisss ... les comparto con #orgullo : ya inicio el #serviciosocial de la @cuixtlahuaca #carrera de #odontologia en nuestra 1er Colonia Sustentable por certificar #leed en #mexico ...… https://t.co/5oedrfAGmp
"	"#amisss ... I share with you #pride: the #serviciosocial of @cuixtlahuaca has already started #odontology career in our 1st Sustainable Colony for certifying #leed in #mexico ...… https://t.co/5oedrfAGmp
"	1	😀
 GabyGoldsmith	" #amisss ... ya casi lista para descansar.... Mañana #temprano acudiré a #expoearth #mexico #2018 , Jornada de Conferencias cerca de #sustentabilidad #ambiental . #agenda2030 codigoayuda… https://t.co/W7APBTvSBf
"	"#amisss ... almost ready to rest .... Tomorrow #early I will go to #expoearth #mexico # 2018, Conference Day near #sustainability #ambiental. # agenda2030 codigoayuda… https://t.co/W7APBTvSBf
"	1	😀
 GabyGoldsmith	" #amisss ... ya casi lista para descansar.... Mañana #temprano acudiré a #expoearth #mexico #2018 , Jornada de Conferencias cerca de #sustentabilidad #ambiental . #agenda2030 codigoayuda… https://t.co/kxwdnvUwxI
"	"#amisss ... almost ready to rest .... Tomorrow #early I will go to #expoearth #mexico # 2018, Conference Day near #sustainability #ambiental. # agenda2030 codigoayuda… https://t.co/kxwdnvUwxI
"	1	😀
 GabyGoldsmith	" EN DIRECTO en #Periscope Amissss... de visita en la Colonia Sustentable de Codigo Ayuda, con el bello #fodhi 🐶 https://t.co/CBV7LNxo5R
"	"LIVE on #Periscope Amissss ... visiting the Sustainable Colony of Codigo Ayuda, with the beautiful #fodhi 🐶 https://t.co/CBV7LNxo5R
"	1	😀
 GabyGoldsmith	" @Ro_Doris @GabyGold2018 @NuevaAlianza Querida Ami, Doris. En breve subiré un video, para compartir la motivación y rumbo de este giro que doy , congruente con mi activismo de años, a favor de un Mexico con oportunidades para tod@s.... Y eso si, seguimos con la misma Amistad cercana y franca de siempre 😘🌹
"	"@Ro_Doris @ GabyGold2018 @NuevaAlianza Dear Ami, Doris. Soon I will upload a video, to share the motivation and direction of this turn that I take, congruent with my activism for years, in favor of a Mexico with opportunities for everyone ... And yes, we continue with the same close Friendship and always frank 😘🌹
"	1	😀
 elorza27	" Hoy los dip. De Morena aprobaremos el dictamen de Extinción de Dominio. El cual el Estado puede perseguir los bienes de origen o destinación ilícita. https://t.co/HiEnsHg8gJ
"	"Today dip them. From Morena we will approve the Domain Extinction ruling. Which the State can pursue goods of illicit origin or destination. https://t.co/HiEnsHg8gJ
"	0	😐
 ArmandoCoronaA	" 🌴🌴Un coquito para el calor 😎😎🤙🏿 https://t.co/eF6kqBetVe
"	"🌴🌴A coquito for the heat 😎😎🤙🏿 https://t.co/eF6kqBetVe
"	1	😀
